gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Germ.PGC	Germ.oocyte	Germ.oogonia_STRA8	Germ.oogonia_meiotic	Somatic.OSE	Somatic.granulosa	Somatic.preGC_IIa	Somatic.preGC_IIb
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0B118E8DA	BMPR1A	0.195	0.091	0.159	0.22	0.26	0.347	0.214	0.257
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	BMPR1A	0.195	0.091	0.159	0.22	0.26	0.347	0.214	0.257
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0464F1C6E	BMPR1A	0.124	0.18	0.138	0.22	0.086	0.051	0.074	0.063
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC052486D3E	BMPR1A	0.124	0.18	0.138	0.22	0.086	0.051	0.074	0.063
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0C97FACEA	BMPR1A	0.124	0.18	0.138	0.22	0.086	0.051	0.074	0.063
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0BACF0481	BMPR1A	0.124	0.18	0.138	0.22	0.086	0.051	0.074	0.063
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0F5A1D137	BMPR1A	0.124	0.18	0.138	0.22	0.086	0.051	0.074	0.063
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC061191F76	BMPR1A	0.124	0.18	0.138	0.22	0.086	0.051	0.074	0.063
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC00694A66B	BMPR1A	0.124	0.18	0.138	0.22	0.086	0.051	0.074	0.063
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC08FDDEC16	BMPR1A	0.124	0.18	0.138	0.22	0.086	0.051	0.074	0.063
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC04266947A	BMPR1A	0.492	0.281	0.24	0.22	0.078	0.178	0.107	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC01D95B14C	BMPR1A	0.492	0.281	0.24	0.22	0.078	0.178	0.107	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC0D05B755E	BMPR1A	0.492	0.281	0.24	0.22	0.078	0.178	0.107	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC049520B40	BMPR1A	0.492	0.281	0.24	0.22	0.078	0.178	0.107	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC0A6BE23E9	BMPR1A	0.492	0.281	0.24	0.22	0.078	0.178	0.107	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC02AACC81C	BMPR1A	0.492	0.281	0.24	0.22	0.078	0.178	0.107	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC02B778C0B	BMPR1A	0.492	0.281	0.24	0.22	0.078	0.178	0.107	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	MIS_receptor_1	CPI-SC077F81192	BMPR1A	0.053	0.039	0.063	0.066	0.286	0.347	0.214	0.257
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC058533A46	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0E866CD7F	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0A76B562F	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC090BF166F	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2_ACVR1B	CPI-CC0A69D0835	BMPR1B	0.188	0.091	0.159	0.205	0.077	0.051	0.071	0.074
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC05FF723A3	BMPR1B	0.124	0.18	0.138	0.239	0.086	0.051	0.074	0.063
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC00DB2B867	BMPR1B	0.124	0.18	0.138	0.239	0.086	0.051	0.074	0.063
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0C676F3BE	BMPR1B	0.124	0.18	0.138	0.239	0.086	0.051	0.074	0.063
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0D389E644	BMPR1B	0.124	0.18	0.138	0.239	0.086	0.051	0.074	0.063
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0079A1C11	BMPR1B	0.124	0.18	0.138	0.239	0.086	0.051	0.074	0.063
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC011C55B71	BMPR1B	0.124	0.18	0.138	0.239	0.086	0.051	0.074	0.063
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0E5E4119C	BMPR1B	0.124	0.18	0.138	0.239	0.086	0.051	0.074	0.063
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0819046AF	BMPR1B	0.124	0.18	0.138	0.239	0.086	0.051	0.074	0.063
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0FB40175C	BMPR1B	0.188	0.209	0.287	0.239	0.078	0.178	0.106	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC01C6EA11C	BMPR1B	0.188	0.209	0.287	0.239	0.078	0.178	0.106	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0F6C8C336	BMPR1B	0.188	0.209	0.287	0.239	0.078	0.178	0.106	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC05824EDF4	BMPR1B	0.188	0.209	0.287	0.239	0.078	0.178	0.106	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0722594B0	BMPR1B	0.188	0.209	0.287	0.239	0.078	0.178	0.106	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC09AFF0384	BMPR1B	0.188	0.209	0.287	0.239	0.078	0.178	0.106	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC089058CD0	BMPR1B	0.188	0.209	0.287	0.239	0.078	0.178	0.106	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC06C46F1A9	BMPR1B	0.188	0.209	0.287	0.239	0.078	0.178	0.106	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	MIS_receptor_2	CPI-SC09C7944F4	BMPR1B	0.053	0.039	0.063	0.066	0.104	0.458	0.106	0.332
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-SC00C58C990	CD8A	0.031	0.02	0.043	0.018	0.003	0.0	0.003	0.001
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-SC00C58C990	CD8B	0.031	0.02	0.043	0.018	0.003	0.0	0.003	0.001
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	KLRD1	0.01	0.022	0.019	0.022	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-SC066BD3097	KLRD1	0.001	0.0	0.001	0.007	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-SC04E52CC72	KLRD1	0.001	0.0	0.001	0.003	0.001	0.0	0.001	0.0
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	KLRC1	0.01	0.022	0.019	0.022	0.0	0.0	0.0	0.0
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-SC066BD3097	KLRC2	0.001	0.0	0.001	0.007	0.0	0.0	0.0	0.0
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-SC04E52CC72	KLRC3	0.001	0.0	0.001	0.003	0.001	0.0	0.001	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-SC08497FAC9	CNTFR	0.211	0.094	0.108	0.325	0.027	0.011	0.014	0.012
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-SC05C95A92C	CNTFR	0.211	0.094	0.108	0.325	0.027	0.011	0.014	0.012
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-SC08497FAC9	LIFR	0.211	0.094	0.108	0.325	0.027	0.011	0.014	0.012
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-SC05C95A92C	LIFR	0.211	0.094	0.108	0.325	0.027	0.011	0.014	0.012
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0F30798CC	LIFR	0.211	0.163	0.108	0.325	0.334	0.359	0.133	0.503
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-SC08497FAC9	IL6ST	0.211	0.094	0.108	0.325	0.027	0.011	0.014	0.012
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-SC05C95A92C	IL6ST	0.211	0.094	0.108	0.325	0.027	0.011	0.014	0.012
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-SC0409FF431	IL6ST	0.149	0.111	0.41	0.218	0.36	0.336	0.678	1.06
IL6ST	P40189	True	IL6RB_HUMAN	IL27_receptor	CPI-CC0B5110FC9	IL6ST	0.341	0.037	0.354	0.039	0.062	0.008	0.029	0.025
IL6ST	P40189	True	IL6RB_HUMAN	IL35_receptor	CPI-CC0D8A77C69	IL6ST	0.002	0.0	0.002	0.002	0.0	0.0	0.001	0.001
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-SC0E81D7329	IL6ST	0.758	0.017	0.153	0.035	0.013	0.314	0.057	0.136
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-SC0F30798CC	IL6ST	0.211	0.163	0.108	0.325	0.334	0.359	0.133	0.503
AMN	Q9BXJ7	True	AMNLS_HUMAN	CUBN_AMN_complex	CPI-SC06DAC3119	AMN	0.009	0.049	0.009	0.015	0.002	0.0	0.005	0.006
CUBN	O60494	True	CUBN_HUMAN	CUBN_AMN_complex	CPI-SC06DAC3119	CUBN	0.009	0.049	0.009	0.015	0.002	0.0	0.005	0.006
B2M	P61769	True	B2MG_HUMAN	FcRn_complex	CPI-SC0DF13E412	B2M	0.11	0.36	0.208	0.281	1.32	1.763	1.218	1.098
FCGRT	P55899	True	FCGRN_HUMAN	FcRn_complex	CPI-SC0DF13E412	FCGRT	0.11	0.36	0.208	0.281	1.32	1.763	1.218	1.098
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC03947D5B8	RYK	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC0CF9E0563	RYK	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC03686CF16	RYK	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC092468258	RYK	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC03947D5B8	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC0CF9E0563	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC03686CF16	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC092468258	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC062B25672	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC039BEEDE4	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC04590CF27	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0277D6476	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0B4E996CD	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0DBD2C78A	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0596FD9F6	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0889E4F05	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC07D38F0B5	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC07DA6989D	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0C1671F4D	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0185A7BDE	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0B6D1BF72	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC06EFB9697	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC027A5CF3D	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC01CC760EE	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0F68FD442	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0908CF012	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0E7F51B25	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0E8623846	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC031A56DEB	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0B9D5B3BB	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC08F2BED38	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC061351B3F	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC077E857AE	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC07648DD90	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC01C2F8BE5	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC028E09B43	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC05E81C125	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC02EBDBB5C	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0D8F589A1	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0942D4B76	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0434B6726	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0BB739BFE	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC09F5F81CF	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0F9E07951	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC005D197A2	FZD8	0.019	0.01	0.026	0.01	0.124	0.056	0.063	0.08
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC0B51DC960	FLT1	0.011	0.007	0.015	0.011	0.0	0.02	0.003	0.001
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC0AFC650CD	FLT1	0.011	0.007	0.015	0.011	0.0	0.02	0.003	0.001
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC03F1C301F	FLT1	0.011	0.007	0.015	0.011	0.0	0.02	0.003	0.001
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC0B51DC960	KDR	0.011	0.007	0.015	0.011	0.0	0.02	0.003	0.001
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC0AFC650CD	KDR	0.011	0.007	0.015	0.011	0.0	0.02	0.003	0.001
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC03F1C301F	KDR	0.011	0.007	0.015	0.011	0.0	0.02	0.003	0.001
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-SC03CCAAB4B	KDR	0.022	0.007	0.017	0.011	0.072	0.037	0.08	0.109
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC036120F96	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0152439C2	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0744403E1	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC04B4CB182	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0D5C7F2EB	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC086EAFF18	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC01A9C52E5	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC03170177A	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC094731290	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0F416B44F	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0B7534B27	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC073C44F4A	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC029073BCD	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0F2C233F1	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC061770B43	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0F16DF8F0	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0318621C2	LRP5	0.076	0.022	0.067	0.059	0.083	0.102	0.04	0.039
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC095AB303B	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC07B7E6361	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0A49C6C7E	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC00BD4551E	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0A81AF307	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC050F278B4	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC051E1E7D7	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0D6D44FE1	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0E0F34C9F	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0B18D6471	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0E713417E	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0EB5D8E44	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC01EBF0CE9	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0E5BBC28B	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC090AC04CE	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0C644006E	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC094C611B7	LRP5	0.168	0.002	0.009	0.003	0.002	0.014	0.001	0.004
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0147DCB06	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC029ADF8EA	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC04F7D62D5	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC055AF31A9	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC06037057B	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0148F76F0	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0782ECD47	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0EB633CED	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0675C8528	LRP5	0.006	0.002	0.015	0.007	0.097	0.02	0.102	0.064
