id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
,5SHpETE_byALOX5,Q8TDS5,,OXER1_HUMAN,curated,HMRbase;uniprot,False,LGarciaAlonso,,R-HSA-391905,,,,CellPhoneDBcore<=4.1,ALOX5+ALOX5AP+LTC4S-OXER1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,
,P47992,P46094,XCL1_HUMAN,XCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,XCL1-XCR1,Signaling by Lymphotactin,Ligand-Receptor,
,Q9UBD3,P46094,XCL2_HUMAN,XCR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,XCL2-XCR1,Signaling by Lymphotactin,Ligand-Receptor,
,Q92633,P48960,LPAR1_HUMAN,CD97_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,LPAR1-ADGRE5,Signaling by Lysophosphatidic acid receptor,Receptor-Receptor,
,Q9HBW0,P48960,LPAR2_HUMAN,CD97_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,LPAR2-ADGRE5,Signaling by Lysophosphatidic acid receptor,Receptor-Receptor,
,Q9UBY5,P48960,LPAR3_HUMAN,CD97_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,LPAR3-ADGRE5,Signaling by Lysophosphatidic acid receptor,Receptor-Receptor,
,Melatonin_byASMT,P48039,,MTR1A_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,R-HSA-419365,R-HSA-419334,,,,CellPhoneDBcore<=4.1,ASMT-MTNR1A,Signaling by Melatonin,Ligand-Receptor,
,Melatonin_byASMT,P49286,,MTR1B_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,R-HSA-419365,R-HSA-419334,,,,CellPhoneDBcore<=4.1,ASMT-MTNR1B,Signaling by Melatonin,Ligand-Receptor,
,P21741,Q9UM73,MK_HUMAN,ALK_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,MDK-ALK,Signaling by Midkine,Ligand-Receptor,
,P21741,P23471,MK_HUMAN,PTPRZ_HUMAN,curated,PMID:10212223,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,MDK-PTPRZ1,Signaling by Midkine,Ligand-Receptor,
,P03971,MIS_receptor_3,MIS_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,AMH-ACVR1+AMHR2,Signaling by Muellerian-inhibiting factor,Ligand-Receptor,
,P03971,MIS_receptor_1,MIS_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,AMH-AMHR2+BMPR1A,Signaling by Muellerian-inhibiting factor,Ligand-Receptor,
,P03971,MIS_receptor_2,MIS_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,AMH-AMHR2+BMPR1B,Signaling by Muellerian-inhibiting factor,Ligand-Receptor,
,Q92692,Q495A1,PVRL2_HUMAN,TIGIT_HUMAN,curated,PMID:1313846;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NECTIN2-TIGIT,Signaling by Nectin,Ligand-Receptor,
,Q9NQS3,P15151,PVRL3_HUMAN,PVR_HUMAN,curated,PMID:19011627;PMID:12740392,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NECTIN3-PVR,Signaling by Nectin,Ligand-Receptor,
,Q9NQS3,Q495A1,PVRL3_HUMAN,TIGIT_HUMAN,curated,PMID:1313846,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NECTIN3-TIGIT,Signaling by Nectin,Ligand-Receptor,
,O95631,P43146,NET1_HUMAN,DCC_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NTN1-DCC,Signaling by Netrin,Ligand-Receptor,
,O95631,O60469,NET1_HUMAN,DSCAM_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NTN1-DSCAM,Signaling by Netrin,Ligand-Receptor,
,O95631,Q6ZN44,NET1_HUMAN,UNC5A_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,CellPhoneDBcore<=4.1,NTN1-UNC5A,Signaling by Netrin,Ligand-Receptor,
,O95631,Q8IZJ1,NET1_HUMAN,UNC5B_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,CellPhoneDBcore<=4.1,NTN1-UNC5B,Signaling by Netrin,Ligand-Receptor,
,O95631,O95185,NET1_HUMAN,UNC5C_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,CellPhoneDBcore<=4.1,NTN1-UNC5C,Signaling by Netrin,Ligand-Receptor,
,Q9HB63,Q16620,NET4_HUMAN,NTRK2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NTN4-NTRK2,Signaling by Netrin,Ligand-Receptor,
,Q9HB63,Q8IZJ1,NET4_HUMAN,UNC5B_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NTN4-UNC5B,Signaling by Netrin,Ligand-Receptor,
,Q9HB63,Q6UXZ4,NET4_HUMAN,UNC5D_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,CellPhoneDBcore<=4.1,NTN4-UNC5D,Signaling by Netrin,Ligand-Receptor,
,Q02297,P21860,NRG1_HUMAN,ERBB3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NRG1-ERBB3,Signaling by Neuregulin,Ligand-Receptor,
,Q02297,Q15303,NRG1_HUMAN,ERBB4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NRG1-ERBB4,Signaling by Neuregulin,Ligand-Receptor,
,Q02297,integrin_a6b4_complex,NRG1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NRG1-ITGA6+ITGB4,Signaling by Neuregulin,Ligand-Receptor,
,O14511,P21860,NRG2_HUMAN,ERBB3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NRG2-ERBB3,Signaling by Neuregulin,Ligand-Receptor,
,O14511,Q15303,NRG2_HUMAN,ERBB4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NRG2-ERBB4,Signaling by Neuregulin,Ligand-Receptor,
,P56975,Q15303,NRG3_HUMAN,ERBB4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NRG3-ERBB4,Signaling by Neuregulin,Ligand-Receptor,
,Q8WWG1,Q15303,NRG4_HUMAN,ERBB4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NRG4-ERBB4,Signaling by Neuregulin,Ligand-Receptor,
,Q9ULB1,O94910,NRX1A_HUMAN,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,NRXN1-ADGRL1,Signaling by Neurexin,Receptor-Receptor,
,Q9ULB1,Q14118,NRX1A_HUMAN,DAG1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NRXN1-DAG1,Signaling by Neurexin,Receptor-Receptor,
,P58401,O94910,NRX2B_HUMAN,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,NRXN2-ADGRL1,Signaling by Neurexin,Receptor-Receptor,
,P58401,Q14118,NRX2B_HUMAN,DAG1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NRXN2-DAG1,Signaling by Neurexin,Receptor-Receptor,
,Q9HDB5,O94910,NRX3B_HUMAN,AGRL1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,NRXN3-ADGRL1,Signaling by Neurexin,Receptor-Receptor,
,Q8N2Q7,Q9ULB1,NLGN1_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN1-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,Q8N2Q7,P58401,NLGN1_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN1-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,Q8N2Q7,Q9HDB5,NLGN1_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN1-NRXN3,Signaling by Neuroligin,Ligand-Receptor,
,Q8NFZ4,Q9ULB1,NLGN2_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN2-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,Q8NFZ4,P58401,NLGN2_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN2-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,Q8NFZ4,Q9HDB5,NLGN2_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN2-NRXN3,Signaling by Neuroligin,Ligand-Receptor,
,Q9NZ94,Q9ULB1,NLGN3_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN3-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,Q9NZ94,P58401,NLGN3_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN3-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,Q9NZ94,Q9HDB5,NLGN3_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN3-NRXN3,Signaling by Neuroligin,Ligand-Receptor,
,Q9NZ94,P23468,NLGN3_HUMAN,PTPRD_HUMAN,curated,PMID:29100073;PMID:34966732,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN3-PTPRD,Signaling by Neuroligin,Ligand-Receptor,
,Q8N0W4,Q9ULB1,NLGNX_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4X-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,Q8N0W4,P58401,NLGNX_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4X-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,Q8N0W4,Q9HDB5,NLGNX_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4X-NRXN3,Signaling by Neuroligin,Ligand-Receptor,
,Q8NFZ3,Q9ULB1,NLGNY_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4Y-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,Q8NFZ3,P58401,NLGNY_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4Y-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,P08949,P30550,NMB_HUMAN,GRPR_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1,NMB-GRPR,Signaling by Neuromedin,Ligand-Receptor,
,P08949,P28336,NMB_HUMAN,NMBR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-375384,,,,CellPhoneDBcore<=4.1,NMB-NMBR,Signaling by Neuromedin,Ligand-Receptor,
,Q5H8A3,Q9HB89,NMS_HUMAN,NMUR1_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1,NMS-NMUR1,Signaling by Neuromedin,Ligand-Receptor,
,Q5H8A3,Q9GZQ4,NMS_HUMAN,NMUR2_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1,NMS-NMUR2,Signaling by Neuromedin,Ligand-Receptor,
,P48645,Q9HB89,NMU_HUMAN,NMUR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NMU-NMUR1,Signaling by Neuromedin,Ligand-Receptor,
,P48645,Q9GZQ4,NMU_HUMAN,NMUR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NMU-NMUR2,Signaling by Neuromedin,Ligand-Receptor,
,Q8NG41,P48145,NPB_HUMAN,NPBW1_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,R-HSA-374779,,,,,CellPhoneDBcore<=4.1,NPB-NPBWR1,Signaling by Neuropeptide precursor,Ligand-Receptor,
,Q8NG41,P48146,NPB_HUMAN,NPBW2_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,R-HSA-374779,,,,,CellPhoneDBcore<=4.1,NPB-NPBWR2,Signaling by Neuropeptide precursor,Ligand-Receptor,
,O15130,Q9GZQ6,NPFF_HUMAN,NPFF1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,NPFF-NPFFR1,Signaling by Neuropeptide precursor,Ligand-Receptor,
,O15130,Q9Y5X5,NPFF_HUMAN,NPFF2_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,NPFF-NPFFR2,Signaling by Neuropeptide precursor,Ligand-Receptor,
,P01160,P16066,ANF_HUMAN,ANPRA_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NPPA-NPR1,Signaling by Neuropeptide precursor,Ligand-Receptor,
,P0C0P6,Q6W5P4,NPS_HUMAN,NPSR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NPS-NPSR1,Signaling by Neuropeptide precursor,Ligand-Receptor,
,Q8N729,P48145,NPW_HUMAN,NPBW1_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,R-HSA-374779,,,,,CellPhoneDBcore<=4.1,NPW-NPBWR1,Signaling by Neuropeptide precursor,Ligand-Receptor,
,Q8N729,P48146,NPW_HUMAN,NPBW2_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,R-HSA-374779,,,,,CellPhoneDBcore<=4.1,NPW-NPBWR2,Signaling by Neuropeptide precursor,Ligand-Receptor,
,P30990,P30989,NEUT_HUMAN,NTR1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,NTS-NTSR1,Signaling by Neurotensin,Ligand-Receptor,
,P30990,O95665,NEUT_HUMAN,NTR2_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,NTS-NTSR2,Signaling by Neurotensin,Ligand-Receptor,
,P30990,Q99523,NEUT_HUMAN,SORT_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NTS-SORT1,Signaling by Neurotensin,Ligand-Receptor,
,Q99748,RET_receptor_2,NRTN_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NRTN-GFRA2+RET,Signaling by Neurotrophin,Ligand-Receptor,
,P20783,P08138,NTF3_HUMAN,TNR16_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NTF3-NGFR,Signaling by Neurotrophin,Ligand-Receptor,
,P20783,P04629,NTF3_HUMAN,NTRK1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NTF3-NTRK1,Signaling by Neurotrophin,Ligand-Receptor,
,P20783,Q16620,NTF3_HUMAN,NTRK2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NTF3-NTRK2,Signaling by Neurotrophin,Ligand-Receptor,
,P20783,Q16288,NTF3_HUMAN,NTRK3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NTF3-NTRK3,Signaling by Neurotrophin,Ligand-Receptor,
,P34130,P08138,NTF4_HUMAN,TNR16_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NTF4-NGFR,Signaling by Neurotrophin,Ligand-Receptor,
,P34130,Q16620,NTF4_HUMAN,NTRK2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NTF4-NTRK2,Signaling by Neurotrophin,Ligand-Receptor,
,Q96S42,NODAL_receptor_IbIIa_CFC1,NODAL_HUMAN,,curated,reactome,True,LGarciaAlonso,R-HSA-1181132,R-HSA-1181155,,,,CellPhoneDBcore<=4.1,NODAL-ACVR1B+ACVR2A+CFC1,Signaling by NODAL,Ligand-Receptor,
,Q96S42,NODAL_receptor_IbIIa_TDGF1,NODAL_HUMAN,,curated,reactome,True,LGarciaAlonso,R-HSA-1181132,R-HSA-1181155,,,,CellPhoneDBcore<=4.1,NODAL-ACVR1B+ACVR2A+TDGF1,Signaling by NODAL,Ligand-Receptor,
,Q96S42,NODAL_receptor_IbIIb_CFC1,NODAL_HUMAN,,curated,PMID:22710174,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,NODAL-ACVR1B+ACVR2B+CFC1,Signaling by NODAL,Ligand-Receptor,
,Q96S42,NODAL_receptor_IbIIb_TDGF1,NODAL_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,NODAL-ACVR1B+ACVR2B+TDGF1,Signaling by NODAL,Ligand-Receptor,
,Q96S42,NODAL_receptor_IcIIb_CFC1,NODAL_HUMAN,,curated,reactome;PMID:15150278,True,LGarciaAlonso,R-HSA-1181141,R-HSA-1181155,,,,CellPhoneDBcore<=4.1,NODAL-ACVR1C+ACVR2B+CFC1,Signaling by NODAL,Ligand-Receptor,
,Q96S42,NODAL_receptor_IcIIb_TDGF1,NODAL_HUMAN,,curated,reactome;PMID:15150278,True,LGarciaAlonso,R-HSA-1181141,R-HSA-1181155,,,,CellPhoneDBcore<=4.1,NODAL-ACVR1C+ACVR2B+TDGF1,Signaling by NODAL,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P35348,,ADA1A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRA1A,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P35368,,ADA1B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRA1B,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P25100,,ADA1D_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRA1D,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P08913,,ADA2A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRA2A,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P18089,,ADA2B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRA2B,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P18825,,ADA2C_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRA2C,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P08588,,ADRB1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRB1,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P07550,,ADRB2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRB2,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A1,P13945,,ADRB3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A1-ADRB3,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P35348,,ADA1A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRA1A,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P35368,,ADA1B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRA1B,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P25100,,ADA1D_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRA1D,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P08913,,ADA2A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRA2A,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P18089,,ADA2B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRA2B,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P18825,,ADA2C_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRA2C,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P08588,,ADRB1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRB1,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P07550,,ADRB2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRB2,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC18A2,P13945,,ADRB3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC18A2-ADRB3,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P35348,,ADA1A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRA1A,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P35368,,ADA1B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRA1B,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P25100,,ADA1D_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRA1D,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P08913,,ADA2A_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRA2A,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P18089,,ADA2B_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRA2B,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P18825,,ADA2C_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRA2C,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P08588,,ADRB1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRB1,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P07550,,ADRB2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRB2,Signaling by Noradrenaline,Ligand-Receptor,
,Noradrenaline_byDBH_and_SLC6A2,P13945,,ADRB3_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,DBH+SLC6A2-ADRB3,Signaling by Noradrenaline,Ligand-Receptor,
,Q12860,P46531,CNTN1_HUMAN,NOTC1_HUMAN,curated,uniprot;PMID:14567914,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,CNTN1-NOTCH1,Signaling by Notch,Ligand-Receptor,
,Q12860,Q04721,CNTN1_HUMAN,NOTC2_HUMAN,curated,reactome;PMID:14567914,True,LGarciaAlonso,R-HSA-2220817,R-HSA-2220816,,,,CellPhoneDBcore<=4.1,CNTN1-NOTCH2,Signaling by Notch,Ligand-Receptor,
,P80370,P46531,DLK1_HUMAN,NOTC1_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLK1-NOTCH1,Signaling by Notch,Ligand-Receptor,
,P80370,Q04721,DLK1_HUMAN,NOTC2_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLK1-NOTCH2,Signaling by Notch,Ligand-Receptor,
,P80370,Q9UM47,DLK1_HUMAN,NOTC3_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLK1-NOTCH3,Signaling by Notch,Ligand-Receptor,
,P80370,Q99466,DLK1_HUMAN,NOTC4_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLK1-NOTCH4,Signaling by Notch,Ligand-Receptor,
,O00548,P46531,DLL1_HUMAN,NOTC1_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL1-NOTCH1,Signaling by Notch,Ligand-Receptor,
,O00548,Q04721,DLL1_HUMAN,NOTC2_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL1-NOTCH2,Signaling by Notch,Ligand-Receptor,
,O00548,Q9UM47,DLL1_HUMAN,NOTC3_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL1-NOTCH3,Signaling by Notch,Ligand-Receptor,
,O00548,Q99466,DLL1_HUMAN,NOTC4_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL1-NOTCH4,Signaling by Notch,Ligand-Receptor,
